name_distinct,review
"Los Rios, H. Iara - 90.0%", intense bitter
"Somia Plantation, Akesson, 2012, Rabot - 72.0%",nutty
"Somia Plantation, Akesson, 2012, Rabot - 72.0%", mild coffee
Mekong Delta & Dong Nai - 80.0%,tart
Mekong Delta & Dong Nai - 80.0%, fruity
Mekong Delta & Dong Nai - 80.0%, intense
"Los Rios, H. Iara, 2012 - 82.0%",oily
"Los Rios, H. Iara, 2012 - 82.0%", spicy
"Los Rios, H. Iara, 2012 - 82.0%", sl. Burnt
"Ocumare, Cumboto, batch 16 - 70.0%",fatty
"Ocumare, Cumboto, batch 16 - 70.0%", gritty
"Ocumare, Cumboto, batch 16 - 70.0%", roasty
"Amazonas, batch 14 - 70.0%",nutty
"Amazonas, batch 14 - 70.0%", coffee
"Amazonas, batch 14 - 70.0%", rich
"Bolivia, batch 85 - 70.0%",intense
"Bolivia, batch 85 - 70.0%", cherry
"Bolivia, batch 85 - 70.0%", metallic
"Bolivia, Bo-nib-ia, w/ nibs, batch 78 - 70.0%",woody
"Bolivia, Bo-nib-ia, w/ nibs, batch 78 - 70.0%", floral
"Bolivia, Bo-nib-ia, w/ nibs, batch 78 - 70.0%", metallic
"Momotombo, batch 74 - 70.0%",earthy
"Momotombo, batch 74 - 70.0%", metallic edge
Zorzal Reserva w/ Charles Kerchner - 70.0%,spicy
Zorzal Reserva w/ Charles Kerchner - 70.0%, mild fruit
Zorzal Reserva w/ Charles Kerchner - 70.0%, fatty
"Hispaniola, batch 73 - 70.0%",raisins
"Hispaniola, batch 73 - 70.0%", rich choco
Lam Dong - 70.0%,spicy
Lam Dong - 70.0%, mild roasty
"Choroni, Finca Torres, 48hr c. - 72.0%",creamy
"Choroni, Finca Torres, 48hr c. - 72.0%", sour
"Choroni, Finca Torres, 48hr c. - 72.0%", raisin
"Ocumare, H. Cata, w/ nibs - 72.0%",creamy
"Ocumare, H. Cata, w/ nibs - 72.0%", nutty
"Ocumare, H. Cata, w/ nibs - 72.0%", muted
Coopertiva Amazona - 72.0%,creamy
Coopertiva Amazona - 72.0%, cocoa
Coopertiva Amazona - 72.0%, lemon
"Sur del Lago, Amiari Meridena, Zulia, 48hr c. - 72.0%",creamy
"Sur del Lago, Amiari Meridena, Zulia, 48hr c. - 72.0%", roasted nuts
"Sur del Lago, Amiari Meridena, Zulia, 48hr c. - 72.0%", fatty
"Ocumare, H. Cata, 48hr c. - 72.0%",creamy
"Ocumare, H. Cata, 48hr c. - 72.0%", nutty
"Ocumare, H. Cata, 48hr c. - 72.0%", cocoa
"Porcelana, Zulia - 74.0%",creamy
"Porcelana, Zulia - 74.0%", nutty
"Porcelana, Zulia - 74.0%", delicate fruit
"Carenero Superior, Urrutia, Barlovento - 70.0%",creamy
"Carenero Superior, Urrutia, Barlovento - 70.0%", nutty
"Carenero Superior, Urrutia, Barlovento - 70.0%", fruity
Coopertiva Amazona w/ nibs - 72.0%,peanut
Coopertiva Amazona w/ nibs - 72.0%, coffee
Coopertiva Amazona w/ nibs - 72.0%, cocoa
Coopertiva Amazona w/ nibs - 72.0%, bread
"Sur del Lago, Amiari Meridena, Zulia, w/ nibs - 72.0%",creamy
"Sur del Lago, Amiari Meridena, Zulia, w/ nibs - 72.0%", nutty
"Sur del Lago, Amiari Meridena, Zulia, w/ nibs - 72.0%", earthy
"Chuao, (Choroni, Ven.) - 72.0%",fatty
"Chuao, (Choroni, Ven.) - 72.0%", rich
"Chuao, (Choroni, Ven.) - 72.0%", berry notes
India (south) - 61.0%,sour
India (south) - 61.0%, sweet
India (south) - 61.0%, rubber
Honduras - 77.0%,buttery
Honduras - 77.0%, intense
Honduras - 77.0%, spice
Honduras - 77.0%, roasty
Lam Dong - 72.0%,molasses
Lam Dong - 72.0%, roasty
"Satipo region, white label - 72.0%",very sandy
"Satipo region, white label - 72.0%", sweet
"Satipo region, white label - 72.0%", spicy
black label - 72.0%,sandy
black label - 72.0%, caramel
"Peru, batch 25 - 72.0%",off notes
"Peru, batch 25 - 72.0%", pungent
"Belize, batch 26 - 72.0%",mild metallic
"Belize, batch 26 - 72.0%", spice
"Belize, batch 26 - 72.0%", tea
"Dominican Republic, batch 30 - 72.0%",roasty
"Dominican Republic, batch 30 - 72.0%", nutty
"Dominican Republic, batch 30 - 72.0%", spicy
"Madagascar, batch 27 - 72.0%",intense
"Madagascar, batch 27 - 72.0%", tart
"Madagascar, batch 27 - 72.0%", earthy
Perseverance E. - 72.0%,woody
Perseverance E. - 72.0%, meaty
Perseverance E. - 72.0%, vegetal
"Elvesia P., Batch 32 - 70.0%",intense
"Elvesia P., Batch 32 - 70.0%", molasses
"Elvesia P., Batch 32 - 70.0%", fruit
"Maya Mountain, Toledo, Batch 29 - 70.0%",intense
"Maya Mountain, Toledo, Batch 29 - 70.0%", cherry
"Maya Mountain, Toledo, Batch 29 - 70.0%", rich
"Maya Mountain, Toledo, Batch 29 - 70.0%", metallic
Trinatario Treasure - 71.0%,gritty
Trinatario Treasure - 71.0%, unrefined
Trinatario Treasure - 71.0%, off notes
"Venezuela, batch 107 - 72.0%",sandy
"Venezuela, batch 107 - 72.0%", sweet
Mount Pleasant - 67.0%,candy like
Mount Pleasant - 67.0%, sweet
Mount Pleasant - 67.0%, dairy
"San Martin, Oro Verde - 75.0%",floral
"San Martin, Oro Verde - 75.0%", tobacco
"San Martin, Oro Verde - 75.0%", candied
"Ocumare, Cuyagua - 72.0%",dairy
"Ocumare, Cuyagua - 72.0%", nutty
"Ocumare, Cuyagua - 72.0%", butterscotch
"Tien Giang, Mekong Delta - 65.0%",sweet
"Tien Giang, Mekong Delta - 65.0%", fruity
"Tien Giang, Mekong Delta - 65.0%", vanilla
Camino Verde P. - 70.0%,floral
Camino Verde P. - 70.0%, bourbon
Camino Verde P. - 70.0%, salt
"Sambirano Valley, Batch 7 - 68.0%",vanilla
"Sambirano Valley, Batch 7 - 68.0%", gateway
"Costa Esmeralda, Batch 30 - 78.0%",full bodied
"Costa Esmeralda, Batch 30 - 78.0%", floral
"Anamalai, batch 8 - 66.0%",gritty
"Anamalai, batch 8 - 66.0%", coffee
"Anamalai, batch 8 - 66.0%", sweet
"Anamalai, batch 8 - 66.0%", hammy
"Tumaco, batch 2 - 73.0%",complex
"Tumaco, batch 2 - 73.0%", bold
"Tumaco, batch 2 - 73.0%", gritty
"Tabaquite, batch 12 - 80.0%",bold
"Tabaquite, batch 12 - 80.0%", spice
"Tabaquite, batch 12 - 80.0%", sour fruit
"Tabaquite, batch 12 - 80.0%", gritty
Madagascar - 63.0%,off note
Madagascar - 63.0%, vanilla
Madagascar - 63.0%, basic cocoa
Chuao - 75.0%,harsh
Chuao - 75.0%, burnt nuts
Chuao - 75.0%, powdery
Chumphon - 70.0%,floral
Chumphon - 70.0%, earthy
Chumphon - 70.0%, grassy
Chantaburi - 70.0%,nutty
Chantaburi - 70.0%, cocoa
Chantaburi - 70.0%, sour veggie
Chiang Mai - 70.0%,herbal
Chiang Mai - 70.0%, tea-like
Prachuap Khiri Khan - 70.0%,brownie
"Rizek Cacao, Domin. Rep. - 82.0%",nutty
"Rizek Cacao, Domin. Rep. - 82.0%", sour milk
"Rizek Cacao, Domin. Rep. - 82.0%", off note
"Rizek Cacao, Domin. Rep. - 55.0%",very sweet
"Rizek Cacao, Domin. Rep. - 55.0%", basic cocoa
"Rizek Cacao, Domin. Rep. - 62.0%",candy-like
"Rizek Cacao, Domin. Rep. - 62.0%", peanut butter
"Rizek Cacao, Cibao Valley, Rizek - 70.0%",raisins
"Rizek Cacao, Cibao Valley, Rizek - 70.0%", prunes
"Tireo, Rizek Historical Selection, single estate - 68.0%",rich cocoa
"Tireo, Rizek Historical Selection, single estate - 68.0%", dried fruit
"Tireo, Rizek Historical Selection, single estate - 68.0%", roasty
"La Magdalena, Rizek Historical S., single estate - 70.0%",light color
"La Magdalena, Rizek Historical S., single estate - 70.0%", nutty
"La Magdalena, Rizek Historical S., single estate - 70.0%", caramel
"West Indian, Rizek Historical S. - 67.0%",banana
"West Indian, Rizek Historical S. - 67.0%", fall spices
"West Indian, Rizek Historical S. - 67.0%", earthy
El Antiguo (Monet Plata & Duarte ) - 70.0%,sandy
El Antiguo (Monet Plata & Duarte ) - 70.0%, sweet
El Antiguo (Monet Plata & Duarte ) - 70.0%, acidic
"El Valle, Collection 01, Rizek - 72.0%",creamy
"El Valle, Collection 01, Rizek - 72.0%", black tea
"El Valle, Collection 01, Rizek - 72.0%", vegetal
Mata Larga - 71.5%,creamy
Mata Larga - 71.5%, balanced
Mata Larga - 71.5%, fig
Mata Larga - 71.5%, cocoa
"Dominican Nacional, Collection 01 - 68.0%",creamy
"Dominican Nacional, Collection 01 - 68.0%", floral
"Dominican Nacional, Collection 01 - 68.0%", dried fruit
"Los Bejucos, Collection 01, Rizek - 65.0%",creamy
"Los Bejucos, Collection 01, Rizek - 65.0%", distinct
"Los Bejucos, Collection 01, Rizek - 65.0%", dried fruit
"San Juan Coop, El Castillero - 75.0%",spicy
"San Juan Coop, El Castillero - 75.0%", tobacco
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%",muted
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%", grapes
"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%", astringent
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%",base cocoa
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%", fruit
"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%", fatty
Vanuatu - 65.0%,cocoa
Vanuatu - 65.0%, strong distinct spice
Peru - 64.0%,chewy
Peru - 64.0%, vanilla
Peru - 64.0%, metallic
Diego/ original micro - 85.0%,crumbly
Diego/ original micro - 85.0%, vanilla
Diego/ original micro - 85.0%, bitter
Cacao Nacional W.F. - 75.0%,grassy
Cacao Nacional W.F. - 75.0%, earthy
Cacao Nacional W.F. - 75.0%, coffee
Roberto - 75.0%,sweet
Roberto - 75.0%, vanilla
Roberto - 75.0%, coffee
Diego 48hr/ W.F. blend prototype - 85.0%,creamy
Diego 48hr/ W.F. blend prototype - 85.0%, nutty
Diego 48hr/ W.F. blend prototype - 85.0%, bitter
Diego 48hr/ W.F. blend prototype - 85.0%, flat
Sisa 36hr/ W. F. blend prototype - 70.0%,creamy
Sisa 36hr/ W. F. blend prototype - 70.0%, mild marshmallow
Diego 60hr/ W.F. blend prototype - 85.0%,spicy
Diego 60hr/ W.F. blend prototype - 85.0%, mild bitter
Cacao Nacional W.F. - 85.0%,fruity
Cacao Nacional W.F. - 85.0%,floral
Cacao Nacional W.F. - 85.0%,cooling sensation
Sisa's Secret/ original micro - 70.0%,intense
Sisa's Secret/ original micro - 70.0%, mint
Sisa's Secret/ original micro - 70.0%, marshmallow
Noir - 70.0%,mild bitter and chemical off
Ecuador - 80.0%,spicy
Ecuador - 80.0%, floral
Ecuador - 80.0%, bitter
"Davao, Mindanao, batch 24 - 70.0%",licorice
"Davao, Mindanao, batch 24 - 70.0%", melon
"Karkar Island, Madong, batch 34 - 70.0%",plum
"Karkar Island, Madong, batch 34 - 70.0%", molasses
"La Red, Project Reserva, Guaconejo - 70.0%",fatty
"La Red, Project Reserva, Guaconejo - 70.0%", dark berry
"La Red, Project Reserva, Guaconejo - 70.0%", grassy
Dark - 72.0%,sweet
Dark - 72.0%, vanilla domintates
Dark - 72.0%, nut
"Tumaco, batch 113 - 70.0%",poor finish
"Tumaco, batch 113 - 70.0%", cocoa
"Tumaco, batch 113 - 70.0%", grassy
"La Red, Guanconjeco - 60.0%",gritty
"La Red, Guanconjeco - 60.0%", overly sweet
"La Red, Guanconjeco - 60.0%", citrus
Belize - 70.0%,gritty
Belize - 70.0%, sour
Belize - 70.0%, berries
Vietnam - 70.0%,sticky
Vietnam - 70.0%, molasses
Vietnam - 70.0%, sour
Xoconusco - 70.0%,medium roast
Xoconusco - 70.0%, nutty
Mava Sa Ferme D'ottange - 70.0%,roasty
Mava Sa Ferme D'ottange - 70.0%, nutty
Kablon Farm - 70.0%,nuts
Kablon Farm - 70.0%, dried fruit
Kablon Farm - 70.0%, grassy
"Xoconusco, triple turned - 70.0%",intense
"Xoconusco, triple turned - 70.0%", high acidity
H. Betulia B6 - 70.0%,light color
H. Betulia B6 - 70.0%,
Gazelle - 70.0%,astringent
Gazelle - 70.0%, smomkey cocoa
San Martin - 72.0%,intense
San Martin - 72.0%, pungent
San Martin - 72.0%, tangy
Ocumare - 72.0%,nutty
Ocumare - 72.0%, pungent
Ocumare - 72.0%, sour
Belize - 72.0%,nutty
Belize - 72.0%, sour milk
Sambirano Valley - 72.0%,strawberry
Sambirano Valley - 72.0%, intense
Sambirano Valley - 72.0%, sour
Belize - 90.0%,intense
Belize - 90.0%, spicy
Belize - 90.0%, pungent
Elvesia - 72.0%,spicy
Elvesia - 72.0%, molasses
Elvesia - 72.0%, earthy
ROIG - 72.0%,earthy
ROIG - 72.0%, fatty
ROIG - 72.0%, tea
"Maranon, Fortunato No. 4 - 70.0%",astringent
"Maranon, Fortunato No. 4 - 70.0%", unbalanced
"Maranon, Fortunato No. 4 - 70.0%", off
"Kafupbo, Petit Bourg, De Borgnes - 70.0%",spicy
"Kafupbo, Petit Bourg, De Borgnes - 70.0%", vanilla
"Kafupbo, Petit Bourg, De Borgnes - 70.0%", dairy
"Bahia, Fazenda Camboa - 70.0%",creamy
"Bahia, Fazenda Camboa - 70.0%", mild flavors
"Los Rios, Hacienda Limon, Heirloom - 70.0%",oranges
Uganda - 72.5%,vanilla
Uganda - 72.5%, earth
Uganda - 72.5%, cardboard
Ecuador - 72.5%,intense
Ecuador - 72.5%, bourbon
Ecuador - 72.5%, vanilla
Hispaniola - 72.5%,vanilla
Hispaniola - 72.5%, candy-like
Hispaniola - 72.5%, sour milk
Madagascar - 72.5%,mild vanilla and mild fruit
Bolivian - 68.0%,rich
Bolivian - 68.0%, spice
Bolivian - 68.0%, cheese
Madagascar - 64.0%,smooth
Madagascar - 64.0%, rich
Madagascar - 64.0%, lemon
Venzuela - 71.0%,cocoa
Venzuela - 71.0%, nutty
Venzuela - 71.0%, acidic
Venzuela - 71.0%, burning
Grenada - 75.0%,creamy
Grenada - 75.0%, cocoa
Grenada - 75.0%, spice
Dominican Republic - 74.0%,simple
Dominican Republic - 74.0%, rich hot cocoa
Quito - 74.0%,spicy
Quito - 74.0%, roasty
Quito - 74.0%, coffee
Peru - 74.0%,floral
Peru - 74.0%, soapy
Peru - 74.0%, earthy
Chuao - 68.0%,berry
Chuao - 68.0%, rich cocoa dominates
Brazil - 70.0%,creamy
Brazil - 70.0%, woody
Brazil - 70.0%, nutty
"Fiji, batch 51019 - 68.0%",unrefined
"Fiji, batch 51019 - 68.0%", sweet
"Fiji, batch 51019 - 68.0%", basic cocoa
"Lumas, 2015 Harvest, Batch 6, brown sugar - 70.0%",molasses
"Lumas, 2015 Harvest, Batch 6, brown sugar - 70.0%", cardboard
"Lumas, 2015 Harvest, Batch 6, brown sugar - 70.0%", off note
"Lumas, 2015 Harvest, Batch 7 - 70.0%",metallic
"Lumas, 2015 Harvest, Batch 7 - 70.0%", cardboard
"Lumas, 2015 Harvest, Batch 7 - 70.0%", fruit
"Belize, 2014 Harvest, Batch 9 - 70.0%",nutty
"Belize, 2014 Harvest, Batch 9 - 70.0%", fatty
"Tumbes, 2013 Harvest, Batch 8 - 70.0%",grit
"Tumbes, 2013 Harvest, Batch 8 - 70.0%", earthy
"Tumbes, 2013 Harvest, Batch 8 - 70.0%", musty
Oko Caribe - 70.0%,anise
Oko Caribe - 70.0%, spicy
Oko Caribe - 70.0%, earthy
Maranon - 75.0%,earthy
Maranon - 75.0%, molasses
Maranon - 75.0%, dried fruit
"Maya Mtn, Toledo - 70.0%",molasses
"Maya Mtn, Toledo - 70.0%", high acidity
"Lachua, Cacao Verapaz - 70.0%",tart
"Lachua, Cacao Verapaz - 70.0%", molasses
"Lachua, Cacao Verapaz - 70.0%", grits
"Maya Mtn, 2017 harvest - 70.0%",fruit
"Maya Mtn, 2017 harvest - 70.0%", cocoa
"Maya Mtn, 2017 harvest - 70.0%", grape
"Asochivite, 2017 harvest - 70.0%",dry
"Asochivite, 2017 harvest - 70.0%", melon
"Asochivite, 2017 harvest - 70.0%", cocoa
"Piura Blanco, 2018 harvest - 72.0%",sandy
"Piura Blanco, 2018 harvest - 72.0%", grapes
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%",roasty
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%", dark berry
"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%", rich
Kuruba - 60.0%,rich
Kuruba - 60.0%, sweet
Kuruba - 60.0%, cocoa
Kuruba - 60.0%, intense
Akosombo - 68.0%,rich cocoa
Akosombo - 68.0%, burning sensation
"Porcelana, Pariguan - 69.0%",nutty
"Porcelana, Pariguan - 69.0%", grassy
"Porcelana, Pariguan - 69.0%", rich cocoa
Orinoco - 60.0%,cocoa
Orinoco - 60.0%, caramel
Orinoco - 60.0%, sweet
Grenada - 68.0%,rich
Grenada - 68.0%, vegetal
Grenada - 68.0%, banana
Grenada - 68.0%, spice
Loma Sotavento - 66.0%,nutty
Loma Sotavento - 66.0%, pear
Loma Sotavento - 66.0%, sour milk
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%",brownie
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%", cocoa
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%", sour
"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%", sweet
Tobago - 60.0%,creamy
Tobago - 60.0%, rich
Tobago - 60.0%, dairy
Tobago - 60.0%, nutty
"Acarigua, w/ nibs - 56.0%",sweet
"Acarigua, w/ nibs - 56.0%", nutty
"Acarigua, w/ nibs - 56.0%", cocoa
Peruvian Amazon - 72.0%,peanut butter
Peruvian Amazon - 72.0%, burnt rubber
Vinces - 60.0%,sweet
Vinces - 60.0%, fudgey
Vinces - 60.0%, tang
"Xoconusco, Chiapas, Coop CASFA - 70.0%",mild hammy
"Xoconusco, Chiapas, Coop CASFA - 70.0%", roasty
"Xoconusco, Chiapas, Coop CASFA - 70.0%", sour
"Almendra Blanca, Blanco Marfil, Jimenez Garcia - 70.0%",rich cocoa
"Almendra Blanca, Blanco Marfil, Jimenez Garcia - 70.0%", mild fruit & nut
"Uranga, Chiapas, Jimenez Garcia farm - 70.0%",citrus
"Uranga, Chiapas, Jimenez Garcia farm - 70.0%",prononced orange
Cuba - 70.0%,fatty
Cuba - 70.0%, roasty
Cuba - 70.0%, coffee
Cuba - 70.0%, off note
Trinidad-Tobago - 68.0%,nutty
Trinidad-Tobago - 68.0%, woody
Trinidad-Tobago - 68.0%, leathery
"Madagascar, Batch 59/100 - 75.0%",roasty
"Madagascar, Batch 59/100 - 75.0%", sour
"Madagascar, Batch 59/100 - 75.0%", cardboard
"Vietnam, Batch 50/100 - 75.0%",gritty
"Vietnam, Batch 50/100 - 75.0%", roasty
"Vietnam, Batch 50/100 - 75.0%", waxy
"Vietnam, Batch 50/100 - 75.0%", off
"Cuba, Batch 59/100 - 75.0%",slight burnt
"Cuba, Batch 59/100 - 75.0%", astringent
"Cuba, Batch 59/100 - 75.0%", fruit
"Ivory Coast, Batch 56/100 - 75.0%",roasty
"Ivory Coast, Batch 56/100 - 75.0%", nutty
"Ivory Coast, Batch 56/100 - 75.0%", rich cocoa
"Peru, Batch 51/100 - 75.0%",sandy
"Peru, Batch 51/100 - 75.0%", fatty
"Peru, Batch 51/100 - 75.0%", roasty
"Peru, Batch 51/100 - 75.0%", fruit
"Bahia, Batch 148 - 75.0%",smokey
"Bahia, Batch 148 - 75.0%", rich cocoa
"Bahia, Batch 148 - 75.0%", spice
"Sao Tome, Batch 151 - 75.0%",rich
"Sao Tome, Batch 151 - 75.0%", roasty
"Sao Tome, Batch 151 - 75.0%", nutty
"Sao Tome, Batch 151 - 75.0%", smoke
"Lam Dong, Batch 153 - 75.0%",creamy
"Lam Dong, Batch 153 - 75.0%", mild honey
"Lam Dong, Batch 153 - 75.0%", floral
Catongo - 70.0%,floral
Catongo - 70.0%, caramel
Tanzania - 75.0%,dry
Tanzania - 75.0%, roasty
Tanzania - 75.0%, toffee
Carenero Superior - 75.0%,chalky
Carenero Superior - 75.0%, fatty
Carenero Superior - 75.0%, sweet
Rio Caribe - 75.0%,chalky
Rio Caribe - 75.0%, cocoa
Rio Caribe - 75.0%, tangy
"Peru, Ecuador, Venezuela - 72.0%",fatty
"Peru, Ecuador, Venezuela - 72.0%", nutty
"Peru, Ecuador, Venezuela - 72.0%", woody
Rugoso - 80.0%,spicy
Rugoso - 80.0%, grassy
Rugoso - 80.0%, roasty
Nueva Guinea - 71.0%,simple
Nueva Guinea - 71.0%, earthy
Nueva Guinea - 71.0%, cocoa
San Pedro Sula - 70.0%,sandy
San Pedro Sula - 70.0%, rich cocoa
"Nicaliso, Bocay - 73.0%",complex
"Nicaliso, Bocay - 73.0%", dairy
"Nicaliso, Bocay - 73.0%", roasty
"Tranquilidad, Itinez Province - 74.0%",well balanced
"Tranquilidad, Itinez Province - 74.0%", melon
"Chucuri, finca los lagos el Carmen - 70.0%",sandy
"Chucuri, finca los lagos el Carmen - 70.0%", off
"Chucuri, finca los lagos el Carmen - 70.0%", hammy
Upala - 70.0%,base cocoa
Upala - 70.0%, mild ham
Upala - 70.0%, woody
Piura - 70.0%,sandy
Piura - 70.0%, light color
Piura - 70.0%, grape
Maranura - 70.0%,intense
Maranura - 70.0%, sticky
Maranura - 70.0%, cocoa
San Andres - 70.0%,roasty
San Andres - 70.0%, black pepper
San Andres - 70.0%, woody
Beniamo - 70.0%,dried fruit
Beniamo - 70.0%, nutty
Beniamo - 70.0%, mushroom
"La Red, Guaconejo - 70.0%",red fruit
"La Red, Guaconejo - 70.0%", brownie
"San Juan Estate, Gran Couva - 70.0%",cocoa
"San Juan Estate, Gran Couva - 70.0%", spice
"San Juan Estate, Gran Couva - 70.0%", fruit
Kokoa Kamili - 70.0%,subtle
Kokoa Kamili - 70.0%, spicy
Kokoa Kamili - 70.0%, banana
Liberia - 70.0%,floral
Liberia - 70.0%, black licorice
"Maya Mtn, Batch 18, Heirloom - 70.0%",smokey
"Maya Mtn, Batch 18, Heirloom - 70.0%", mild berry
"La Masica, Batch 7, FHIA - 70.0%",strong raspberry
"La Masica, Batch 7, FHIA - 70.0%", mocha
Ucayali - 70.0%,mild
Ucayali - 70.0%, licorice
Ucayali - 70.0%, coffee
Ucayali - 70.0%, cocoa
Ashanti - 70.0%,brownie
"Bachelor's Hall, batch 0001 - 70.0%",woody
"Bachelor's Hall, batch 0001 - 70.0%", mocha
"Bachelor's Hall, batch 0001 - 70.0%", molasses
"Tranquilidad, beniano - 70.0%",spoiled milk
"Tranquilidad, beniano - 70.0%", sweet
"Tranquilidad, beniano - 70.0%", molasses
"Satocao, limited ed., batch 2 - 70.0%",buttery
"Satocao, limited ed., batch 2 - 70.0%", sunflower
"Satocao, limited ed., batch 2 - 70.0%", astringent
"Maui Kuia E., Hawaii, 2018-2019 h., batch 1 - 70.0%",home baked banana nut bread
Sambirano - 71.0%,sandy
Sambirano - 71.0%, citrus
Madagascar - 70.0%,sweet edge
Madagascar - 70.0%, bright fruit
Madagascar - 70.0%, off
"Purple Haze, Venezuela, Dom. Rep. - 75.0%",grits
"Purple Haze, Venezuela, Dom. Rep. - 75.0%", roasted
"Purple Haze, Venezuela, Dom. Rep. - 75.0%", nutty
"The Other One, Grand Cru - 74.0%",fatty
"The Other One, Grand Cru - 74.0%", roasty
"The Other One, Grand Cru - 74.0%", cocoa
Perfect Illusion - 65.0%,creamy
Perfect Illusion - 65.0%, strawberry
Perfect Illusion - 65.0%, cocoa
"Bolivia, Wild Thing - 68.0%",fatty
"Bolivia, Wild Thing - 68.0%", nutty
"Bolivia, Wild Thing - 68.0%", melon like
Wild Thing - 68.0%,fatty
Wild Thing - 68.0%, grassy
Wild Thing - 68.0%, cocoa
La Selva - 68.0%,rich cocoa
La Selva - 68.0%, spicy edge
Excellence (US Version) - 85.0%,harsh burnt
Excellence (US Version) - 85.0%, mild cocoa
Excellence (US Version) - 85.0%, tang
"Gola Rainforest, batch 920 - 72.0%",grassy
"Gola Rainforest, batch 920 - 72.0%", rubbery
"Gola Rainforest, batch 920 - 72.0%", chemical
"Anamalai, batch 970 - 72.0%",basic cocoa
"Anamalai, batch 970 - 72.0%", dirty/burnt edge
"Tien Giang, batch 970 - 72.0%",spicy
"Tien Giang, batch 970 - 72.0%", sweet
"Tien Giang, batch 970 - 72.0%", cocoa
Puerto Rico - 65.0%,black pepper
Puerto Rico - 65.0%, vanilla
Puerto Rico - 65.0%, harsh
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%",aluminum
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%", mild coffee
"O'ahu Island, Opaeula Estate, Nene, CG Exclusive - 71.0%", roasty
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%",strong
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%", brandy
"O'ahu Island, Opaeula Estate, Ele'ele - 72.0%", smoke
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%",sandy
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%", floral
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%", vanilla
"Hawai'i Island, Hawaiian Crown, Kona Vanilla - 70.0%", candy
"O'ahu Island, Haleiwa E, 2014 - 65.0%",sweet
"O'ahu Island, Haleiwa E, 2014 - 65.0%", candy-like
"O'ahu Island, Haleiwa E, 2014 - 65.0%", nutty
"O'ahu Island, Haleiwa, Lonohana E., Kanahiku - 70.0%",spicy
"O'ahu Island, Haleiwa, Lonohana E., Kanahiku - 70.0%", candied
"O'ahu Island, Haleiwa, Lonohana E., Kanahiku - 70.0%", complex
"O'ahu Island, Haleiwa E, 2014 - 75.0%",dairy
"O'ahu Island, Haleiwa E, 2014 - 75.0%", pudding
Alto Beni - 70.0%,sweet
Alto Beni - 70.0%, sl. smokiness
Alto Beni - 70.0%, fruit
Maya Mountain - 75.0%,cherry
Maya Mountain - 75.0%, fatty
Maya Mountain - 75.0%, cocoa
Nicaragua - 75.0%,multiple off flavors
Nicaragua - 75.0%, metallic
Medalla - 75.0%,potting soil
Sumatra - 70.0%,smokey
Sumatra - 70.0%, earthy
Sumatra - 70.0%, cocoa
O'Payo - 80.0%,nutty
O'Payo - 80.0%, mild dairy
Chuno - 78.0%,intense mocha flavor
"Rio Purus, 2016 Harvest - 81.0%",oily
"Rio Purus, 2016 Harvest - 81.0%", burnt
"Rio Purus, 2016 Harvest - 81.0%", earthy
"Rio Acara, Wild Amazon - 70.0%",rustic
"Rio Acara, Wild Amazon - 70.0%", basic cocoa
"Rio Acara, Wild Amazon - 70.0%", earthy
Wild Jurua (limited edition for Caputo's) - 70.0%,mild sweet honey
Wild Jurua (limited edition for Caputo's) - 70.0%, rum
Wild Jurua (limited edition for Caputo's) - 70.0%, off
Karkar Island - 72.0%,smoke
Karkar Island - 72.0%, fruit
Karkar Island - 72.0%, ham
Karkar Island - 72.0%, fatty
"Selva, Colombia, Ecuador - 46.0%",very sweet
"Selva, Colombia, Ecuador - 46.0%", caramel
"Selva, Colombia, Ecuador - 46.0%", candy
"Macondo, Colombia, Ecuador - 60.0%",sticky
"Macondo, Colombia, Ecuador - 60.0%", marshmallow
"Macondo, Colombia, Ecuador - 60.0%", cocoa
"Misterio, Colombia, Ecuador - 58.0%",watered down coffee
"Misterio, Colombia, Ecuador - 58.0%", cocoa
Santander - 65.0%,marshmallow
Santander - 65.0%, rich brownie
"Kerala State, GoGround, batch 88 - 72.0%",deep cocoa
