id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,rating,name_distinct
623,Hotel Chocolat (Coppeneur),Reiuno Unido,2011,St. Lucia,"Island Growers, 120hr c.",65.0,4.0,3.0,"Island Growers, 120hr c. - 65.0%"
623,Hotel Chocolat (Coppeneur),Reiuno Unido,2011,St. Lucia,"Island Growers, 96hr c.",65.0,4.0,3.25,"Island Growers, 96hr c. - 65.0%"
809,Hotel Chocolat (Coppeneur),Reiuno Unido,2012,Madagascar,Sambirano,66.0,4.0,3.5,Sambirano - 66.0%
1113,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100.0,1.0,2.5,"Los Rios, H. Iara, 2012, 120hr c., batch 13092 - 100.0%"
1109,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Peru,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",100.0,,2.75,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092 - 100.0%"
1113,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Dominican Republic,"Conacado, 2012, 120hr c.batch 13092",100.0,,2.75,"Conacado, 2012, 120hr c.batch 13092 - 100.0%"
1038,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Trinidad,Trinidad,75.0,4.0,3.0,Trinidad - 75.0%
1065,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Ecuador,"Los Rios, H. Iara",90.0,2.0,3.0,"Los Rios, H. Iara - 90.0%"
1065,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72.0,4.0,3.0,"Somia Plantation, Akesson, 2012, Rabot - 72.0%"
1038,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Vietnam,Mekong Delta & Dong Nai,80.0,4.0,3.5,Mekong Delta & Dong Nai - 80.0%
1065,Hotel Chocolat (Coppeneur),Reiuno Unido,2013,Ecuador,"Los Rios, H. Iara, 2012",82.0,2.0,3.5,"Los Rios, H. Iara, 2012 - 82.0%"
1097,Hummingbird,Canadá,2013,Venezuela,"Ocumare, Cumboto, batch 16",70.0,3.0,3.25,"Ocumare, Cumboto, batch 16 - 70.0%"
1097,Hummingbird,Canadá,2013,Venezuela,"Amazonas, batch 14",70.0,3.0,3.75,"Amazonas, batch 14 - 70.0%"
1307,Hummingbird,Canadá,2014,Bolivia,"Bolivia, batch 85",70.0,3.0,3.0,"Bolivia, batch 85 - 70.0%"
1311,Hummingbird,Canadá,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0,3.0,"Bolivia, Bo-nib-ia, w/ nibs, batch 78 - 70.0%"
1311,Hummingbird,Canadá,2014,Nicaragua,"Momotombo, batch 74",70.0,3.0,3.0,"Momotombo, batch 74 - 70.0%"
1387,Hummingbird,Canadá,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70.0,3.0,3.5,Zorzal Reserva w/ Charles Kerchner - 70.0%
1311,Hummingbird,Canadá,2014,Dominican Republic,"Hispaniola, batch 73",70.0,3.0,3.75,"Hispaniola, batch 73 - 70.0%"
1542,Hummingbird,Canadá,2015,Vietnam,Lam Dong,70.0,3.0,3.5,Lam Dong - 70.0%
729,Idilio (Felchlin),Suiza,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72.0,3.0,3.25,"Choroni, Finca Torres, 48hr c. - 72.0%"
737,Idilio (Felchlin),Suiza,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72.0,3.0,3.5,"Ocumare, H. Cata, w/ nibs - 72.0%"
725,Idilio (Felchlin),Suiza,2011,Venezuela,Coopertiva Amazona,72.0,3.0,3.75,Coopertiva Amazona - 72.0%
725,Idilio (Felchlin),Suiza,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.0,3.75,"Sur del Lago, Amiari Meridena, Zulia, 48hr c. - 72.0%"
733,Idilio (Felchlin),Suiza,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72.0,3.0,3.75,"Ocumare, H. Cata, 48hr c. - 72.0%"
733,Idilio (Felchlin),Suiza,2011,Venezuela,"Porcelana, Zulia",74.0,3.0,4.0,"Porcelana, Zulia - 74.0%"
737,Idilio (Felchlin),Suiza,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70.0,3.0,4.0,"Carenero Superior, Urrutia, Barlovento - 70.0%"
737,Idilio (Felchlin),Suiza,2011,Venezuela,Coopertiva Amazona w/ nibs,72.0,3.0,4.0,Coopertiva Amazona w/ nibs - 72.0%
737,Idilio (Felchlin),Suiza,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,3.0,4.0,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs - 72.0%"
1085,Idilio (Felchlin),Suiza,2013,Venezuela,"Chuao, (Choroni, Ven.)",72.0,3.0,3.75,"Chuao, (Choroni, Ven.) - 72.0%"
1788,Indah,India,2016,India,India (south),61.0,4.0,2.5,India (south) - 61.0%
1255,Indi,Estados Unidos,2014,Honduras,Honduras,77.0,3.0,3.0,Honduras - 77.0%
2008,Indi,Estados Unidos,2017,Vietnam,Lam Dong,72.0,3.0,3.25,Lam Dong - 72.0%
943,iQ Chocolate,Escocia,2012,Peru,"Satipo region, white label",72.0,4.0,2.75,"Satipo region, white label - 72.0%"
943,iQ Chocolate,Escocia,2012,Peru,black label,72.0,4.0,3.0,black label - 72.0%
1279,Isidro,Estados Unidos,2014,Peru,"Peru, batch 25",72.0,2.0,2.25,"Peru, batch 25 - 72.0%"
1279,Isidro,Estados Unidos,2014,Belize,"Belize, batch 26",72.0,2.0,3.25,"Belize, batch 26 - 72.0%"
1279,Isidro,Estados Unidos,2014,Dominican Republic,"Dominican Republic, batch 30",72.0,2.0,3.25,"Dominican Republic, batch 30 - 72.0%"
1275,Isidro,Estados Unidos,2014,Madagascar,"Madagascar, batch 27",72.0,2.0,3.5,"Madagascar, batch 27 - 72.0%"
2250,Islands Chocolate,San Vicente y las Granadinas,2018,St.Vincent-Grenadines,Perseverance E.,72.0,4.0,2.75,Perseverance E. - 72.0%
1546,Izard,Estados Unidos,2015,Dominican Republic,"Elvesia P., Batch 32",70.0,2.0,2.75,"Elvesia P., Batch 32 - 70.0%"
1542,Izard,Estados Unidos,2015,Belize,"Maya Mountain, Toledo, Batch 29",70.0,2.0,3.5,"Maya Mountain, Toledo, Batch 29 - 70.0%"
5,Jacque Torres,Estados Unidos,2006,Ghana,Trinatario Treasure,71.0,5.0,2.0,Trinatario Treasure - 71.0%
2146,Jean Marie Auboine,Estados Unidos,2018,Venezuela,"Venezuela, batch 107",72.0,3.0,3.25,"Venezuela, batch 107 - 72.0%"
1976,Johnny Iuzzini,Estados Unidos,2017,Jamaica,Mount Pleasant,67.0,4.0,3.0,Mount Pleasant - 67.0%
1976,Johnny Iuzzini,Estados Unidos,2017,Peru,"San Martin, Oro Verde",75.0,4.0,3.0,"San Martin, Oro Verde - 75.0%"
1972,Johnny Iuzzini,Estados Unidos,2017,Venezuela,"Ocumare, Cuyagua",72.0,3.0,3.5,"Ocumare, Cuyagua - 72.0%"
1976,Johnny Iuzzini,Estados Unidos,2017,Vietnam,"Tien Giang, Mekong Delta",65.0,4.0,3.5,"Tien Giang, Mekong Delta - 65.0%"
1980,Johnny Iuzzini,Estados Unidos,2017,Ecuador,Camino Verde P.,70.0,4.0,3.5,Camino Verde P. - 70.0%
2008,Johnny Iuzzini,Estados Unidos,2017,Madagascar,"Sambirano Valley, Batch 7",68.0,5.0,3.5,"Sambirano Valley, Batch 7 - 68.0%"
2008,Johnny Iuzzini,Estados Unidos,2017,Ecuador,"Costa Esmeralda, Batch 30",78.0,4.0,3.75,"Costa Esmeralda, Batch 30 - 78.0%"
2100,Johnny Iuzzini,Estados Unidos,2018,India,"Anamalai, batch 8",66.0,4.0,3.0,"Anamalai, batch 8 - 66.0%"
2104,Johnny Iuzzini,Estados Unidos,2018,Colombia,"Tumaco, batch 2",73.0,4.0,3.25,"Tumaco, batch 2 - 73.0%"
2104,Johnny Iuzzini,Estados Unidos,2018,Trinidad,"Tabaquite, batch 12",80.0,4.0,3.25,"Tabaquite, batch 12 - 80.0%"
1534,Jordis,República Checa,2015,Madagascar,Madagascar,63.0,2.0,2.75,Madagascar - 63.0%
2458,Jordis,República Checa,2020,Venezuela,Chuao,75.0,3.0,2.75,Chuao - 75.0%
2218,Kad Kokoa,Tailandia,2018,Thailand,Chumphon,70.0,3.0,3.0,Chumphon - 70.0%
2214,Kad Kokoa,Tailandia,2018,Thailand,Chantaburi,70.0,3.0,3.5,Chantaburi - 70.0%
2218,Kad Kokoa,Tailandia,2018,Thailand,Chiang Mai,70.0,3.0,3.5,Chiang Mai - 70.0%
2218,Kad Kokoa,Tailandia,2018,Thailand,Prachuap Khiri Khan,70.0,3.0,3.75,Prachuap Khiri Khan - 70.0%
1069,Kah Kow,República Dominicana,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",82.0,5.0,3.0,"Rizek Cacao, Domin. Rep. - 82.0%"
1069,Kah Kow,República Dominicana,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",55.0,5.0,3.25,"Rizek Cacao, Domin. Rep. - 55.0%"
1073,Kah Kow,República Dominicana,2013,Dominican Republic,"Rizek Cacao, Domin. Rep.",62.0,5.0,3.25,"Rizek Cacao, Domin. Rep. - 62.0%"
1061,Kah Kow,República Dominicana,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,5.0,3.5,"Rizek Cacao, Cibao Valley, Rizek - 70.0%"
2498,Kah Kow,Estados Unidos,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",68.0,4.0,3.75,"Tireo, Rizek Historical Selection, single estate - 68.0%"
2498,Kah Kow,Estados Unidos,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70.0,3.0,3.75,"La Magdalena, Rizek Historical S., single estate - 70.0%"
2502,Kah Kow,Estados Unidos,2020,Dominican Republic,"West Indian, Rizek Historical S.",67.0,4.0,3.75,"West Indian, Rizek Historical S. - 67.0%"
2394,Kah Kow - USA,República Dominicana,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3.0,El Antiguo (Monet Plata & Duarte ) - 70.0%
2454,Kah Kow - USA,Estados Unidos,2019,Dominican Republic,"El Valle, Collection 01, Rizek",72.0,4.0,3.0,"El Valle, Collection 01, Rizek - 72.0%"
2390,Kah Kow - USA,República Dominicana,2019,Dominican Republic,Mata Larga,71.5,3.0,3.5,Mata Larga - 71.5%
2422,Kah Kow - USA,República Dominicana,2019,Dominican Republic,"Dominican Nacional, Collection 01",68.0,4.0,3.75,"Dominican Nacional, Collection 01 - 68.0%"
2454,Kah Kow - USA,Estados Unidos,2019,Dominican Republic,"Los Bejucos, Collection 01, Rizek",65.0,4.0,3.75,"Los Bejucos, Collection 01, Rizek - 65.0%"
2338,Kaitxo,España,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3.0,"San Juan Coop, El Castillero - 75.0%"
2338,Kaitxo,España,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3.0,"Chulucanas, Piura, Cesar Vallejo-farmer - 75.0%"
2334,Kaitxo,España,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.0,3.25,"Morogoro, Kamili, Kilombero Valley, batch 13 - 75.0%"
387,Kakao,Alemania,2009,Vanuatu,Vanuatu,65.0,,3.75,Vanuatu - 65.0%
837,Kakao,Alemania,2012,Peru,Peru,64.0,,2.5,Peru - 64.0%
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85.0,4.0,2.5,Diego/ original micro - 85.0%
263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75.0,4.0,2.5,Cacao Nacional W.F. - 75.0%
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75.0,4.0,2.75,Roberto - 75.0%
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,4.0,2.75,Diego 48hr/ W.F. blend prototype - 85.0%
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,4.0,3.0,Sisa 36hr/ W. F. blend prototype - 70.0%
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,4.0,3.0,Diego 60hr/ W.F. blend prototype - 85.0%
269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85.0,4.0,3.0,Cacao Nacional W.F. - 85.0%
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,4.0,3.5,Sisa's Secret/ original micro - 70.0%
404,Kaoka (Cemoi),Francia,2009,Blend,Noir,70.0,,2.75,Noir - 70.0%
423,Kaoka (Cemoi),Francia,2009,Ecuador,Ecuador,80.0,,2.75,Ecuador - 80.0%
2708,Kasama,Canadá,2021,Philippines,"Davao, Mindanao, batch 24",70.0,3.0,3.25,"Davao, Mindanao, batch 24 - 70.0%"
2708,Kasama,Canadá,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70.0,3.0,3.5,"Karkar Island, Madong, batch 34 - 70.0%"
1133,Kerchner,Estados Unidos,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70.0,3.0,3.75,"La Red, Project Reserva, Guaconejo - 70.0%"
431,Ki' Xocolatl,México,2009,Mexico,Dark,72.0,5.0,2.0,Dark - 72.0%
2478,Kin + Pod,Canadá,2020,Colombia,"Tumaco, batch 113",70.0,3.0,3.25,"Tumaco, batch 113 - 70.0%"
1251,Kiskadee,Estados Unidos,2014,Dominican Republic,"La Red, Guanconjeco",60.0,2.0,3.0,"La Red, Guanconjeco - 60.0%"
1968,Krak,Amsterdam,2017,Belize,Belize,70.0,2.0,3.0,Belize - 70.0%
1968,Krak,Amsterdam,2017,Vietnam,Vietnam,70.0,2.0,3.0,Vietnam - 70.0%
2016,Krak,Amsterdam,2017,Mexico,Xoconusco,70.0,2.0,3.25,Xoconusco - 70.0%
2064,Krak,Amsterdam,2018,Madagascar,Mava Sa Ferme D'ottange,70.0,2.0,3.0,Mava Sa Ferme D'ottange - 70.0%
2068,Krak,Amsterdam,2018,Philippines,Kablon Farm,70.0,2.0,3.25,Kablon Farm - 70.0%
2044,Krak,Amsterdam,2018,Mexico,"Xoconusco, triple turned",70.0,2.0,3.75,"Xoconusco, triple turned - 70.0%"
2286,Krak,Holanda,2019,Colombia,H. Betulia B6,70.0,2.0,3.0,H. Betulia B6 - 70.0%
2282,Krak,Amsterdam,2019,Papua New Guinea,Gazelle,70.0,2.0,3.25,Gazelle - 70.0%
1422,Kto,Estados Unidos,2014,Peru,San Martin,72.0,2.0,2.5,San Martin - 72.0%
1422,Kto,Estados Unidos,2014,Venezuela,Ocumare,72.0,3.0,2.75,Ocumare - 72.0%
1422,Kto,Estados Unidos,2014,Belize,Belize,72.0,3.0,3.0,Belize - 72.0%
1422,Kto,Estados Unidos,2014,Madagascar,Sambirano Valley,72.0,3.0,3.25,Sambirano Valley - 72.0%
1426,Kto,Estados Unidos,2014,Belize,Belize,90.0,2.0,3.25,Belize - 90.0%
1426,Kto,Estados Unidos,2014,Dominican Republic,Elvesia,72.0,3.0,3.25,Elvesia - 72.0%
1426,Kto,Estados Unidos,2014,Dominican Republic,ROIG,72.0,3.0,3.25,ROIG - 72.0%
1852,K'ul,Estados Unidos,2016,Peru,"Maranon, Fortunato No. 4",70.0,4.0,2.75,"Maranon, Fortunato No. 4 - 70.0%"
1840,K'ul,Estados Unidos,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,4.0,3.25,"Kafupbo, Petit Bourg, De Borgnes - 70.0%"
1852,K'ul,Estados Unidos,2016,Brazil,"Bahia, Fazenda Camboa",70.0,4.0,3.75,"Bahia, Fazenda Camboa - 70.0%"
1852,K'ul,Estados Unidos,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,4.0,3.75,"Los Rios, Hacienda Limon, Heirloom - 70.0%"
1359,Kyya,Estados Unidos,2014,Uganda,Uganda,72.5,5.0,2.5,Uganda - 72.5%
1363,Kyya,Estados Unidos,2014,Ecuador,Ecuador,72.5,5.0,2.5,Ecuador - 72.5%
1359,Kyya,Estados Unidos,2014,Dominican Republic,Hispaniola,72.5,5.0,3.0,Hispaniola - 72.5%
1363,Kyya,Estados Unidos,2014,Madagascar,Madagascar,72.5,5.0,3.0,Madagascar - 72.5%
451,L.A. Burdick (Felchlin),Estados Unidos,2009,Bolivia,Bolivian,68.0,5.0,3.0,Bolivian - 68.0%
431,L.A. Burdick (Felchlin),Estados Unidos,2009,Madagascar,Madagascar,64.0,5.0,3.5,Madagascar - 64.0%
597,L.A. Burdick (Felchlin),Estados Unidos,2010,Venezuela,Venzuela,71.0,5.0,3.0,Venzuela - 71.0%
576,L.A. Burdick (Felchlin),Estados Unidos,2010,Grenada,Grenada,75.0,5.0,3.25,Grenada - 75.0%
576,L.A. Burdick (Felchlin),Estados Unidos,2010,Dominican Republic,Dominican Republic,74.0,5.0,3.75,Dominican Republic - 74.0%
682,L.A. Burdick (Felchlin),Estados Unidos,2011,Ecuador,Quito,74.0,5.0,3.75,Quito - 74.0%
891,L.A. Burdick (Felchlin),Estados Unidos,2012,Peru,Peru,74.0,5.0,3.25,Peru - 74.0%
927,L.A. Burdick (Felchlin),Estados Unidos,2012,Venezuela,Chuao,68.0,5.0,3.75,Chuao - 68.0%
891,L.A. Burdick (Felchlin),Estados Unidos,2012,Brazil,Brazil,70.0,5.0,4.0,Brazil - 70.0%
2426,La Cascade du Chocolat,Estados Unidos,2019,Fiji,"Fiji, batch 51019",68.0,3.0,3.0,"Fiji, batch 51019 - 68.0%"
1892,La Chocolaterie Nanairo,Japón,2016,Peru,"Lumas, 2015 Harvest, Batch 6, brown sugar",70.0,,2.25,"Lumas, 2015 Harvest, Batch 6, brown sugar - 70.0%"
1892,La Chocolaterie Nanairo,Japón,2016,Peru,"Lumas, 2015 Harvest, Batch 7",70.0,,2.5,"Lumas, 2015 Harvest, Batch 7 - 70.0%"
1892,La Chocolaterie Nanairo,Japón,2016,Belize,"Belize, 2014 Harvest, Batch 9",70.0,,3.0,"Belize, 2014 Harvest, Batch 9 - 70.0%"
1892,La Chocolaterie Nanairo,Japón,2016,Peru,"Tumbes, 2013 Harvest, Batch 8",70.0,,3.0,"Tumbes, 2013 Harvest, Batch 8 - 70.0%"
2138,La Chorena,Estados Unidos,2018,Dominican Republic,Oko Caribe,70.0,2.0,3.0,Oko Caribe - 70.0%
2138,La Chorena,Estados Unidos,2018,Peru,Maranon,75.0,2.0,3.0,Maranon - 75.0%
2138,La Chorena,Estados Unidos,2018,Belize,"Maya Mtn, Toledo",70.0,4.0,3.25,"Maya Mtn, Toledo - 70.0%"
2138,La Chorena,Estados Unidos,2018,Guatemala,"Lachua, Cacao Verapaz",70.0,2.0,3.25,"Lachua, Cacao Verapaz - 70.0%"
2254,La Feverie (Hasnaa),Francia,2018,Belize,"Maya Mtn, 2017 harvest",70.0,2.0,3.5,"Maya Mtn, 2017 harvest - 70.0%"
2254,La Feverie (Hasnaa),Francia,2018,Guatemala,"Asochivite, 2017 harvest",70.0,2.0,3.5,"Asochivite, 2017 harvest - 70.0%"
2358,La Feverie (Hasnaa),Francia,2019,Peru,"Piura Blanco, 2018 harvest",72.0,2.0,3.5,"Piura Blanco, 2018 harvest - 72.0%"
230,La Maison du Chocolat (Valrhona),Francia,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,4.0,3.5,"Cuana, 2008, Ven., Indonesia, Ecuad. - 74.0%"
439,La Maison du Chocolat (Valrhona),Francia,2009,Blend,Kuruba,60.0,4.0,3.0,Kuruba - 60.0%
346,La Maison du Chocolat (Valrhona),Francia,2009,Ghana,Akosombo,68.0,4.0,3.25,Akosombo - 68.0%
346,La Maison du Chocolat (Valrhona),Francia,2009,Venezuela,"Porcelana, Pariguan",69.0,4.0,3.5,"Porcelana, Pariguan - 69.0%"
445,La Maison du Chocolat (Valrhona),Francia,2009,Blend,Orinoco,60.0,4.0,3.75,Orinoco - 60.0%
741,La Maison du Chocolat (Valrhona),Francia,2011,Grenada,Grenada,68.0,4.0,3.5,Grenada - 68.0%
891,La Maison du Chocolat (Valrhona),Francia,2012,Dominican Republic,Loma Sotavento,66.0,4.0,3.5,Loma Sotavento - 66.0%
1121,La Maison du Chocolat (Valrhona),Francia,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,4.0,2.75,"Cuana, 2013, Africa, Carribean, C. Am. - 74.0%"
1145,La Maison du Chocolat (Valrhona),Francia,2013,Tobago,Tobago,60.0,4.0,3.25,Tobago - 60.0%
1189,La Maison du Chocolat (Valrhona),Francia,2013,Ecuador,"Acarigua, w/ nibs",56.0,4.0,3.25,"Acarigua, w/ nibs - 56.0%"
721,La Oroquidea,Perú,2011,Peru,Peruvian Amazon,72.0,,2.5,Peruvian Amazon - 72.0%
713,La Pepa de Oro,Ecuador,2011,Ecuador,Vinces,60.0,,3.25,Vinces - 60.0%
2186,La Rifa,México,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,2.0,3.0,"Xoconusco, Chiapas, Coop CASFA - 70.0%"
2182,La Rifa,México,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,2.0,3.5,"Almendra Blanca, Blanco Marfil, Jimenez Garcia - 70.0%"
2186,La Rifa,México,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,2.0,3.5,"Uranga, Chiapas, Jimenez Garcia farm - 70.0%"
1434,Laia aka Chat-Noir,Francia,2014,Cuba,Cuba,70.0,4.0,2.75,Cuba - 70.0%
1438,Laia aka Chat-Noir,Francia,2014,Blend,Trinidad-Tobago,68.0,4.0,2.75,Trinidad-Tobago - 68.0%
1590,Laia aka Chat-Noir,Francia,2015,Madagascar,"Madagascar, Batch 59/100",75.0,4.0,2.75,"Madagascar, Batch 59/100 - 75.0%"
1590,Laia aka Chat-Noir,Francia,2015,Vietnam,"Vietnam, Batch 50/100",75.0,4.0,2.75,"Vietnam, Batch 50/100 - 75.0%"
1590,Laia aka Chat-Noir,Francia,2015,Cuba,"Cuba, Batch 59/100",75.0,4.0,3.0,"Cuba, Batch 59/100 - 75.0%"
1594,Laia aka Chat-Noir,Francia,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75.0,4.0,3.0,"Ivory Coast, Batch 56/100 - 75.0%"
1590,Laia aka Chat-Noir,Francia,2015,Peru,"Peru, Batch 51/100",75.0,4.0,3.25,"Peru, Batch 51/100 - 75.0%"
1642,Laia aka Chat-Noir,Francia,2015,Brazil,"Bahia, Batch 148",75.0,4.0,3.25,"Bahia, Batch 148 - 75.0%"
1638,Laia aka Chat-Noir,Francia,2015,Sao Tome,"Sao Tome, Batch 151",75.0,4.0,3.5,"Sao Tome, Batch 151 - 75.0%"
1642,Laia aka Chat-Noir,Francia,2015,Vietnam,"Lam Dong, Batch 153",75.0,4.0,3.75,"Lam Dong, Batch 153 - 75.0%"
927,Lajedo do Ouro,Baasil,2012,Brazil,Catongo,70.0,,3.5,Catongo - 70.0%
327,Lake Champlain (Callebaut),Estados Unidos,2009,Tanzania,Tanzania,75.0,,2.5,Tanzania - 75.0%
833,L'Amourette,Estados Unidos,2012,Venezuela,Carenero Superior,75.0,5.0,3.0,Carenero Superior - 75.0%
833,L'Amourette,Estados Unidos,2012,Venezuela,Rio Caribe,75.0,5.0,3.0,Rio Caribe - 75.0%
853,L'Amourette,Estados Unidos,2012,Blend,"Peru, Ecuador, Venezuela",72.0,5.0,3.0,"Peru, Ecuador, Venezuela - 72.0%"
1784,L'Amourette,Estados Unidos,2016,Nicaragua,Rugoso,80.0,2.0,3.5,Rugoso - 80.0%
2048,Land,Reiuno Unido,2018,Nicaragua,Nueva Guinea,71.0,3.0,3.0,Nueva Guinea - 71.0%
2048,Land,Reiuno Unido,2018,Honduras,San Pedro Sula,70.0,3.0,3.25,San Pedro Sula - 70.0%
2048,Land,Reiuno Unido,2018,Nicaragua,"Nicaliso, Bocay",73.0,3.0,3.5,"Nicaliso, Bocay - 73.0%"
1972,Landmark (Amano),Estados Unidos,2017,Bolivia,"Tranquilidad, Itinez Province",74.0,3.0,3.75,"Tranquilidad, Itinez Province - 74.0%"
2266,Legast,Bélgica,2019,Colombia,"Chucuri, finca los lagos el Carmen",70.0,3.0,2.75,"Chucuri, finca los lagos el Carmen - 70.0%"
2262,Legast,Bélgica,2019,Costa Rica,Upala,70.0,3.0,3.25,Upala - 70.0%
2266,Legast,Bélgica,2019,Peru,Piura,70.0,3.0,3.5,Piura - 70.0%
1371,Letterpress,Estados Unidos,2014,Peru,Maranura,70.0,2.0,3.5,Maranura - 70.0%
1566,Letterpress,Estados Unidos,2015,Costa Rica,San Andres,70.0,2.0,3.0,San Andres - 70.0%
1562,Letterpress,Estados Unidos,2015,Bolivia,Beniamo,70.0,2.0,3.25,Beniamo - 70.0%
1566,Letterpress,Estados Unidos,2015,Dominican Republic,"La Red, Guaconejo",70.0,2.0,3.25,"La Red, Guaconejo - 70.0%"
1562,Letterpress,Estados Unidos,2015,Trinidad,"San Juan Estate, Gran Couva",70.0,2.0,3.5,"San Juan Estate, Gran Couva - 70.0%"
1566,Letterpress,Estados Unidos,2015,Tanzania,Kokoa Kamili,70.0,2.0,3.5,Kokoa Kamili - 70.0%
1728,Letterpress,Estados Unidos,2016,Liberia,Liberia,70.0,2.0,3.25,Liberia - 70.0%
1952,Letterpress,Estados Unidos,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,2.0,3.25,"Maya Mtn, Batch 18, Heirloom - 70.0%"
1952,Letterpress,Estados Unidos,2017,Honduras,"La Masica, Batch 7, FHIA",70.0,2.0,3.5,"La Masica, Batch 7, FHIA - 70.0%"
1984,Letterpress,Estados Unidos,2017,Peru,Ucayali,70.0,3.0,4.0,Ucayali - 70.0%
2122,Letterpress,Estados Unidos,2018,Ghana,Ashanti,70.0,3.0,3.75,Ashanti - 70.0%
2338,Letterpress,Estados Unidos,2019,Jamaica,"Bachelor's Hall, batch 0001",70.0,3.0,3.25,"Bachelor's Hall, batch 0001 - 70.0%"
2442,Letterpress,Estados Unidos,2019,Bolivia,"Tranquilidad, beniano",70.0,3.0,3.25,"Tranquilidad, beniano - 70.0%"
2562,Letterpress,Estados Unidos,2021,Sao Tome & Principe,"Satocao, limited ed., batch 2",70.0,3.0,3.5,"Satocao, limited ed., batch 2 - 70.0%"
2562,Letterpress,Estados Unidos,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70.0,3.0,3.75,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1 - 70.0%"
1231,Levy,Finlandia,2014,Madagascar,Sambirano,71.0,3.0,3.5,Sambirano - 71.0%
1856,Lilla,Finlandia,2016,Madagascar,Madagascar,70.0,2.0,3.0,Madagascar - 70.0%
947,Lillie Belle,Estados Unidos,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.0,2.75,"Purple Haze, Venezuela, Dom. Rep. - 75.0%"
947,Lillie Belle,Estados Unidos,2012,Dominican Republic,"The Other One, Grand Cru",74.0,2.0,3.0,"The Other One, Grand Cru - 74.0%"
855,Lillie Belle,Estados Unidos,2012,Peru,Perfect Illusion,65.0,2.0,3.5,Perfect Illusion - 65.0%
